"Día","Línea de Servicio","Hora de operación","","","","","","","","","","","","","","","","","","","",""
"","","4:00","5:00","6:00","7:00","8:00","9:00","10:00","11:00","12:00","13:00","14:00","15:00","16:00","17:00","18:00","19:00","20:00","21:00","22:00","23:00","Total general (Número de pasajeros)"
"30/11/2023","LÍNEA K","2,414.00 ","2,844.00 ","2,554.00 ","2,264.00 ","1,965 ","1,529 ","1,368 ","1,215 ","1,387 ","1,136 ","884 ","921 ","1,273 ","1,058 ","759.00 ","558.00 ","664.00 ","414.00 ","357.00 ","","25,564 "
"30/11/2023","LÍNEA L","","","","","","214 ","98 ","168 ","95 ","112 ","132 ","154 ","123 ","169 ","","","","","","","1,265 "
"30/11/2023","LÍNEA M","364.00 ","843.00 ","875.00 ","671.00 ","456 ","332 ","324 ","331 ","434 ","284 ","347 ","468 ","641 ","997 ","1,022.00 ","868.00 ","681.00 ","506.00 ","388.00 ","","10,832 "
"30/11/2023","LÍNEA O","265.00 ","1,045.00 ","1,555.00 ","1,462.00 ","975 ","764 ","673 ","685 ","701 ","690 ","700 ","732 ","1,058 ","1,339 ","1,029.00 ","883.00 ","661.00 ","543.00 ","250.00 ","","16,010 "
"30/11/2023","LÍNEA P","1,463.00 ","3,261.00 ","3,081.00 ","2,391.00 ","1,507 ","1,104 ","985 ","949 ","1,099 ","922 ","918 ","847 ","1,056 ","1,065 ","786.00 ","593.00 ","783.00 ","484.00 ","249.00 ","","23,543 "
"30/11/2023","LÍNEA T-A","1,359.00 ","3,399.00 ","4,524.00 ","4,314.00 ","3,169 ","2,464 ","2,249 ","2,411 ","2,684 ","2,472 ","2,555 ","3,032 ","3,877 ","5,006 ","4,757.00 ","3,691.00 ","2,642.00 ","1,921.00 ","1,437.00 ","","57,963 "
"01/12/2023","LÍNEA 1","2,921.00 ","7,718.00 ","10,454.00 ","9,683.00 ","6,827 ","5,829 ","5,099 ","5,139 ","5,281 ","5,293 ","5,911 ","6,705 ","8,826 ","9,974 ","8,059.00 ","5,907.00 ","4,193.00 ","3,330.00 ","2,279.00 ","","119,428 "
"01/12/2023","LÍNEA 2","200.00 ","847.00 ","959.00 ","1,051.00 ","980 ","954 ","983 ","1,126 ","1,140 ","1,103 ","1,344 ","1,702 ","2,012 ","2,115 ","1,928.00 ","1,465.00 ","872.00 ","648.00 ","304.00 ","","21,733 "
"01/12/2023","LÍNEA A","15,969.00 ","42,663.00 ","59,761.00 ","50,445.00 ","34,503 ","29,433 ","27,308 ","28,659 ","32,883 ","32,833 ","40,916 ","45,819 ","64,169 ","76,278 ","58,804.00 ","40,667.00 ","26,713.00 ","21,452.00 ","14,082.00 ","","743,357 "
"01/12/2023","LÍNEA B","2,955.00 ","6,921.00 ","8,690.00 ","7,727.00 ","5,497 ","4,719 ","4,443 ","4,784 ","4,879 ","4,849 ","5,290 ","6,187 ","7,754 ","9,898 ","7,311.00 ","5,099.00 ","3,647.00 ","2,976.00 ","2,022.00 ","","105,648 "
"01/12/2023","LÍNEA H","228.00 ","543.00 ","416.00 ","270.00 ","182 ","142 ","123 ","122 ","100 ","83 ","69 ","76 ","91 ","95 ","66.00 ","50.00 ","47.00 ","28.00 ","4.00 ","","2,735 "
"01/12/2023","LÍNEA J","1,407.00 ","2,363.00 ","2,404.00 ","1,993.00 ","1,469 ","1,144 ","998 ","861 ","879 ","718 ","655 ","677 ","813 ","680 ","521.00 ","399.00 ","418.00 ","166.00 ","81.00 ","","18,646 "
"01/12/2023","LÍNEA K","2,236.00 ","2,806.00 ","2,612.00 ","2,361.00 ","1,883 ","1,562 ","1,306 ","1,330 ","1,440 ","344 ","609 ","935 ","1,157 ","1,113 ","860.00 ","648.00 ","609.00 ","385.00 ","151.00 ","","24,347 "
"01/12/2023","LÍNEA L","","","","","11 ","72 ","82 ","124 ","144 ","119 ","125 ","192 ","156 ","163 ","","","","","","","1,188 "
"01/12/2023","LÍNEA M","350.00 ","818.00 ","899.00 ","697.00 ","416 ","364 ","364 ","373 ","348 ","344 ","354 ","534 ","665 ","872 ","1,072.00 ","875.00 ","614.00 ","428.00 ","373.00 ","","10,760 "
"01/12/2023","LÍNEA O","235.00 ","926.00 ","1,445.00 ","1,400.00 ","861 ","744 ","621 ","620 ","603 ","676 ","679 ","724 ","1,093 ","1,096 ","953.00 ","708.00 ","558.00 ","502.00 ","259.00 ","","14,703 "
"01/12/2023","LÍNEA P","1,391.00 ","3,096.00 ","2,995.00 ","2,331.00 ","1,495 ","1,206 ","1,008 ","1,094 ","1,163 ","886 ","883 ","876 ","1,011 ","1,125 ","729.00 ","658.00 ","732.00 ","454.00 ","171.00 ","","23,304 "
"01/12/2023","LÍNEA T-A","1,328.00 ","3,349.00 ","4,409.00 ","3,945.00 ","2,955 ","2,539 ","2,301 ","2,483 ","2,525 ","2,329 ","2,847 ","3,176 ","3,958 ","4,793 ","4,519.00 ","3,502.00 ","2,382.00 ","1,856.00 ","1,472.00 ","","56,668 "
"02/12/2023","LÍNEA 1","2,069.00 ","5,310.00 ","6,436.00 ","7,233.00 ","5,628 ","5,090 ","4,840 ","5,463 ","6,516 ","6,919 ","6,633 ","5,872 ","5,301 ","5,308 ","5,021.00 ","4,505.00 ","3,662.00 ","3,314.00 ","2,003.00 ","","97,123 "
"02/12/2023","LÍNEA 2","148.00 ","619.00 ","674.00 ","805.00 ","710 ","792 ","921 ","1,145 ","1,386 ","1,429 ","1,362 ","1,326 ","1,167 ","1,313 ","1,317.00 ","961.00 ","828.00 ","525.00 ","285.00 ","","17,713 "
"02/12/2023","LÍNEA A","12,432.00 ","29,286.00 ","36,355.00 ","35,640.00 ","28,596 ","26,703 ","27,896 ","33,020 ","44,896 ","49,510 ","46,742 ","42,377 ","39,254 ","38,832 ","37,603.00 ","32,610.00 ","24,734.00 ","21,090.00 ","13,190.00 ","","620,766 "
"02/12/2023","LÍNEA B","2,299.00 ","4,710.00 ","5,546.00 ","5,364.00 ","4,771 ","4,215 ","4,540 ","5,044 ","6,678 ","7,088 ","6,273 ","5,828 ","5,454 ","5,400 ","5,187.00 ","4,366.00 ","3,644.00 ","3,059.00 ","2,044.00 ","","91,510 "
"02/12/2023","LÍNEA H","160.00 ","403.00 ","324.00 ","272.00 ","186 ","144 ","153 ","132 ","137 ","102 ","116 ","124 ","75 ","92 ","78.00 ","75.00 ","54.00 ","56.00 ","11.00 ","","2,694 "
"02/12/2023","LÍNEA J","1,032.00 ","1,710.00 ","1,802.00 ","1,778.00 ","1,372 ","1,156 ","1,062 ","925 ","991 ","967 ","827 ","798 ","755 ","795 ","813.00 ","672.00 ","485.00 ","345.00 ","172.00 ","","18,457 "
"02/12/2023","LÍNEA K","1,894.00 ","2,549.00 ","2,584.00 ","2,218.00 ","1,802 ","1,538 ","1,535 ","1,419 ","1,440 ","1,288 ","1,219 ","1,202 ","1,384 ","1,305 ","1,168.00 ","1,033.00 ","907.00 ","660.00 ","343.00 ","","27,488 "
"02/12/2023","LÍNEA L","","","","","22 ","209 ","183 ","230 ","200 ","213 ","239 ","341 ","271 ","262 ","","","","","","","2,170 "
"02/12/2023","LÍNEA M","278.00 ","606.00 ","659.00 ","624.00 ","416 ","354 ","352 ","425 ","447 ","627 ","655 ","693 ","312 ","585 ","739.00 ","631.00 ","573.00 ","483.00 ","336.00 ","","9,795 "
"02/12/2023","LÍNEA O","188.00 ","642.00 ","906.00 ","899.00 ","660 ","586 ","537 ","647 ","777 ","728 ","759 ","622 ","644 ","595 ","597.00 ","601.00 ","509.00 ","418.00 ","255.00 ","","11,570 "
"02/12/2023","LÍNEA P","982.00 ","1,907.00 ","2,045.00 ","1,804.00 ","1,291 ","1,056 ","970 ","1,025 ","985 ","987 ","879 ","895 ","846 ","875 ","805.00 ","730.00 ","653.00 ","444.00 ","209.00 ","","19,388 "
"02/12/2023","LÍNEA T-A","1,064.00 ","2,421.00 ","3,082.00 ","3,334.00 ","2,687 ","2,455 ","2,419 ","2,702 ","3,305 ","3,628 ","3,611 ","3,409 ","1,209 ","3,163 ","3,146.00 ","2,749.00 ","2,469.00 ","1,937.00 ","1,499.00 ","","50,289 "
"03/12/2023","LÍNEA 1","497.00 ","1,781.00 ","2,151.00 ","2,367.00 ","2,454 ","2,977 ","3,151 ","2,953 ","3,167 ","3,406 ","3,436 ","3,236 ","3,418 ","3,563 ","3,556.00 ","3,079.00 ","3,059.00 ","2,544.00 ","407.00 ","","51,202 "
"03/12/2023","LÍNEA 2","11.00 ","227.00 ","221.00 ","305.00 ","281 ","344 ","583 ","485 ","585 ","655 ","636 ","556 ","650 ","656 ","575.00 ","551.00 ","396.00 ","267.00 ","36.00 ","","8,020 "
"03/12/2023","LÍNEA A","4,117.00 ","11,660.00 ","13,127.00 ","12,899.00 ","13,868 ","15,523 ","16,613 ","16,942 ","18,275 ","20,313 ","22,987 ","21,650 ","23,639 ","25,817 ","25,682.00 ","20,846.00 ","19,859.00 ","16,621.00 ","1,554.00 ","","321,992 "
"03/12/2023","LÍNEA B","780.00 ","1,920.00 ","2,068.00 ","2,091.00 ","2,363 ","2,794 ","3,048 ","3,046 ","3,360 ","3,376 ","3,863 ","3,306 ","3,241 ","3,591 ","3,711.00 ","3,238.00 ","2,642.00 ","1,993.00 ","228.00 ","","50,659 "
"03/12/2023","LÍNEA H","","","","","4 ","160 ","124 ","117 ","107 ","85 ","73 ","87 ","78 ","132 ","91.00 ","59.00 ","65.00 ","21.00 ","1.00 ","","1,204 "
"03/12/2023","LÍNEA J","","","","","","1,308 ","943 ","771 ","718 ","750 ","673 ","684 ","813 ","748 ","811.00 ","655.00 ","524.00 ","218.00 ","12.00 ","","9,628 "
"03/12/2023","LÍNEA K","","","","","667 ","1,209 ","1,370 ","1,126 ","1,224 ","1,210 ","1,261 ","1,287 ","1,252 ","1,368 ","1,376.00 ","1,034.00 ","845.00 ","456.00 ","17.00 ","","15,702 "
"03/12/2023","LÍNEA L","","","","","79 ","201 ","327 ","344 ","393 ","339 ","392 ","371 ","434 ","485 ","","","","","","","3,365 "
"03/12/2023","LÍNEA M","","","","","11 ","309 ","319 ","336 ","332 ","413 ","417 ","463 ","452 ","503 ","508.00 ","461.00 ","376.00 ","372.00 ","162.00 ","","5,434 "
"03/12/2023","LÍNEA O","20.00 ","319.00 ","315.00 ","311.00 ","316 ","343 ","427 ","411 ","333 ","387 ","454 ","366 ","457 ","504 ","432.00 ","495.00 ","498.00 ","346.00 ","54.00 ","","6,788 "
"03/12/2023","LÍNEA P","","","","","104 ","968 ","836 ","798 ","738 ","760 ","727 ","744 ","804 ","740 ","800.00 ","693.00 ","567.00 ","398.00 ","45.00 ","","9,722 "
"03/12/2023","LÍNEA T-A","172.00 ","817.00 ","989.00 ","1,061.00 ","1,267 ","1,478 ","1,680 ","1,695 ","1,764 ","1,979 ","2,134 ","1,991 ","1,981 ","2,252 ","2,351.00 ","1,888.00 ","1,646.00 ","1,493.00 ","383.00 ","","29,021 "
"04/12/2023","LÍNEA 1","3,006.00 ","7,892.00 ","10,494.00 ","9,864.00 ","6,770 ","6,004 ","5,177 ","5,245 ","5,167 ","5,002 ","5,854 ","6,172 ","8,509 ","10,994 ","8,322.00 ","5,387.00 ","3,813.00 ","2,978.00 ","1,691.00 ","","118,341 "
"04/12/2023","LÍNEA 2","171.00 ","821.00 ","1,021.00 ","1,108.00 ","985 ","1,063 ","1,085 ","1,211 ","1,250 ","1,192 ","1,429 ","1,577 ","2,073 ","2,124 ","1,941.00 ","1,455.00 ","897.00 ","509.00 ","224.00 ","","22,136 "
"04/12/2023","LÍNEA A","16,602.00 ","44,057.00 ","61,801.00 ","52,281.00 ","34,866 ","29,533 ","27,211 ","27,911 ","30,282 ","30,113 ","35,790 ","38,948 ","60,318 ","83,618 ","62,169.00 ","38,029.00 ","24,023.00 ","18,050.00 ","10,354.00 ","","725,956 "
"04/12/2023","LÍNEA B","3,159.00 ","7,201.00 ","8,933.00 ","7,876.00 ","5,534 ","4,881 ","4,377 ","4,243 ","4,548 ","4,233 ","4,629 ","5,336 ","7,164 ","10,089 ","6,930.00 ","4,089.00 ","2,853.00 ","2,135.00 ","1,162.00 ","","99,372 "
"04/12/2023","LÍNEA H","265.00 ","548.00 ","474.00 ","291.00 ","197 ","145 ","116 ","111 ","105 ","76 ","79 ","72 ","82 ","61 ","47.00 ","35.00 ","59.00 ","14.00 ","8.00 ","","2,785 "
"04/12/2023","LÍNEA J","1,457.00 ","2,402.00 ","2,310.00 ","2,126.00 ","1,481 ","1,099 ","927 ","836 ","789 ","631 ","595 ","623 ","674 ","602 ","429.00 ","351.00 ","280.00 ","171.00 ","56.00 ","","17,839 "
"04/12/2023","LÍNEA K","2,424.00 ","2,825.00 ","2,651.00 ","2,289.00 ","1,790 ","1,460 ","1,390 ","1,251 ","1,258 ","942 ","816 ","910 ","1,008 ","864 ","645.00 ","532.00 ","528.00 ","347.00 ","97.00 ","","24,027 "
"04/12/2023","LÍNEA M","374.00 ","786.00 ","865.00 ","662.00 ","458 ","313 ","315 ","345 ","350 ","330 ","396 ","479 ","665 ","848 ","1,153.00 ","846.00 ","559.00 ","411.00 ","306.00 ","","10,461 "
"04/12/2023","LÍNEA O","267.00 ","1,011.00 ","1,437.00 ","1,357.00 ","861 ","693 ","587 ","566 ","597 ","629 ","623 ","711 ","974 ","1,401 ","1,000.00 ","787.00 ","521.00 ","448.00 ","219.00 ","","14,689 "
"04/12/2023","LÍNEA P","1,471.00 ","3,137.00 ","2,968.00 ","2,330.00 ","1,428 ","1,076 ","926 ","1,060 ","1,153 ","808 ","781 ","774 ","1,003 ","1,014 ","716.00 ","507.00 ","548.00 ","433.00 ","147.00 ","","22,280 "
"04/12/2023","LÍNEA T-A","1,307.00 ","3,307.00 ","4,358.00 ","4,278.00 ","3,002 ","2,469 ","2,252 ","2,356 ","2,547 ","2,370 ","2,718 ","2,928 ","3,924 ","4,932 ","4,709.00 ","3,398.00 ","2,275.00 ","1,572.00 ","1,089.00 ","","55,791 "
"05/12/2023","LÍNEA 1","2,971.00 ","8,070.00 ","10,873.00 ","9,823.00 ","6,835 ","5,837 ","5,071 ","4,990 ","5,364 ","4,993 ","5,781 ","6,200 ","8,597 ","10,878 ","8,453.00 ","5,718.00 ","3,882.00 ","2,835.00 ","1,779.00 ","","118,950 "
"05/12/2023","LÍNEA 2","175.00 ","874.00 ","1,084.00 ","1,104.00 ","1,031 ","997 ","1,080 ","1,178 ","1,192 ","1,078 ","1,301 ","1,465 ","1,979 ","2,153 ","1,938.00 ","1,458.00 ","975.00 ","538.00 ","240.00 ","","21,840 "
"05/12/2023","LÍNEA A","16,347.00 ","44,888.00 ","62,559.00 ","53,174.00 ","35,664 ","30,484 ","28,113 ","28,430 ","30,402 ","29,875 ","36,062 ","39,162 ","62,472 ","84,609 ","63,826.00 ","39,005.00 ","25,864.00 ","19,191.00 ","11,135.00 ","","741,262 "
"05/12/2023","LÍNEA B","3,126.00 ","7,419.00 ","8,830.00 ","7,987.00 ","5,533 ","4,758 ","4,357 ","4,455 ","4,838 ","4,307 ","4,657 ","5,312 ","7,398 ","10,462 ","7,150.00 ","4,341.00 ","3,173.00 ","2,209.00 ","1,308.00 ","","101,620 "
"05/12/2023","LÍNEA H","245.00 ","569.00 ","464.00 ","319.00 ","168 ","149 ","131 ","97 ","111 ","66 ","64 ","65 ","102 ","64 ","58.00 ","33.00 ","44.00 ","14.00 ","3.00 ","","2,766 "
"05/12/2023","LÍNEA J","1,440.00 ","2,501.00 ","2,393.00 ","2,087.00 ","1,465 ","1,123 ","928 ","789 ","820 ","672 ","600 ","576 ","694 ","687 ","496.00 ","342.00 ","288.00 ","140.00 ","58.00 ","","18,099 "
"05/12/2023","LÍNEA K","2,391.00 ","2,858.00 ","2,690.00 ","2,420.00 ","1,797 ","1,560 ","1,353 ","1,226 ","1,371 ","962 ","849 ","982 ","1,213 ","1,021 ","736.00 ","576.00 ","565.00 ","348.00 ","130.00 ","","25,048 "
"05/12/2023","LÍNEA L","","","","","","117 ","118 ","172 ","184 ","152 ","206 ","161 ","169 ","184 ","","","","","","","1,463 "
"05/12/2023","LÍNEA M","388.00 ","860.00 ","863.00 ","663.00 ","446 ","319 ","337 ","324 ","403 ","310 ","338 ","484 ","606 ","1,019 ","1,126.00 ","902.00 ","613.00 ","454.00 ","319.00 ","","10,774 "
"05/12/2023","LÍNEA O","258.00 ","962.00 ","1,620.00 ","1,299.00 ","864 ","617 ","637 ","571 ","584 ","625 ","634 ","720 ","1,050 ","1,185 ","1,058.00 ","800.00 ","569.00 ","467.00 ","232.00 ","","14,752 "
"05/12/2023","LÍNEA P","1,438.00 ","3,210.00 ","3,120.00 ","2,453.00 ","1,403 ","1,078 ","1,060 ","1,042 ","1,041 ","805 ","728 ","786 ","968 ","941 ","730.00 ","432.00 ","641.00 ","347.00 ","144.00 ","","22,367 "
"05/12/2023","LÍNEA T-A","1,334.00 ","3,404.00 ","4,534.00 ","4,152.00 ","3,058 ","2,454 ","2,256 ","2,386 ","2,588 ","2,379 ","2,589 ","2,872 ","3,864 ","5,120 ","4,951.00 ","3,379.00 ","2,404.00 ","1,595.00 ","1,242.00 ","","56,561 "
"06/12/2023","LÍNEA 1","2,875.00 ","7,982.00 ","10,883.00 ","9,923.00 ","6,874 ","5,790 ","5,134 ","5,150 ","5,379 ","5,117 ","5,674 ","6,324 ","8,837 ","11,318 ","8,567.00 ","5,946.00 ","3,978.00 ","2,950.00 ","1,972.00 ","","120,673 "
"06/12/2023","LÍNEA 2","202.00 ","829.00 ","1,031.00 ","1,116.00 ","904 ","1,058 ","1,026 ","1,228 ","1,143 ","1,086 ","1,313 ","1,517 ","1,905 ","2,209 ","1,884.00 ","1,540.00 ","1,089.00 ","578.00 ","304.00 ","","21,962 "
"06/12/2023","LÍNEA A","16,332.00 ","44,222.00 ","62,367.00 ","53,366.00 ","35,727 ","30,821 ","28,134 ","28,472 ","31,044 ","30,813 ","36,728 ","39,715 ","62,318 ","83,777 ","65,265.00 ","41,376.00 ","26,934.00 ","19,568.00 ","12,685.00 ","","749,664 "
"06/12/2023","LÍNEA B","3,072.00 ","7,268.00 ","8,930.00 ","8,028.00 ","5,637 ","4,741 ","4,391 ","4,396 ","4,655 ","4,369 ","4,674 ","5,436 ","7,581 ","10,606 ","7,459.00 ","4,691.00 ","3,490.00 ","2,470.00 ","5,780.00 ","","107,674 "
"06/12/2023","LÍNEA H","227.00 ","481.00 ","420.00 ","305.00 ","182 ","113 ","132 ","108 ","129 ","87 ","80 ","81 ","111 ","60 ","37.00 ","43.00 ","40.00 ","16.00 ","4.00 ","","2,656 "
"06/12/2023","LÍNEA J","1,432.00 ","2,459.00 ","2,385.00 ","2,239.00 ","1,443 ","1,183 ","865 ","836 ","818 ","757 ","604 ","617 ","744 ","656 ","517.00 ","384.00 ","311.00 ","120.00 ","67.00 ","","18,437 "
"06/12/2023","LÍNEA K","2,351.00 ","2,778.00 ","2,655.00 ","2,360.00 ","1,935 ","1,552 ","1,262 ","1,252 ","1,331 ","1,166 ","928 ","989 ","1,203 ","1,045 ","806.00 ","606.00 ","587.00 ","363.00 ","107.00 ","","25,276 "
"06/12/2023","LÍNEA L","","","","","","121 ","84 ","139 ","151 ","177 ","150 ","144 ","158 ","151 ","","","","","","","1,275 "
"06/12/2023","LÍNEA M","362.00 ","816.00 ","899.00 ","697.00 ","457 ","375 ","341 ","323 ","387 ","325 ","372 ","459 ","682 ","949 ","1,172.00 ","975.00 ","586.00 ","416.00 ","323.00 ","","10,916 "
"06/12/2023","LÍNEA O","248.00 ","954.00 ","1,550.00 ","1,328.00 ","911 ","732 ","720 ","598 ","609 ","588 ","679 ","679 ","1,061 ","1,269 ","882.00 ","777.00 ","595.00 ","500.00 ","322.00 ","","15,002 "
"06/12/2023","LÍNEA P","1,387.00 ","3,268.00 ","3,097.00 ","2,377.00 ","1,392 ","1,159 ","924 ","949 ","1,194 ","936 ","835 ","769 ","947 ","928 ","807.00 ","499.00 ","590.00 ","430.00 ","168.00 ","","22,656 "
"06/12/2023","LÍNEA T-A","1,259.00 ","3,175.00 ","4,571.00 ","4,266.00 ","3,114 ","2,371 ","2,263 ","2,347 ","2,583 ","2,452 ","2,574 ","2,884 ","3,982 ","5,312 ","4,934.00 ","3,503.00 ","2,537.00 ","1,745.00 ","1,509.00 ","","57,381 "
"07/12/2023","LÍNEA 1","2,884.00 ","7,979.00 ","10,329.00 ","9,210.00 ","6,744 ","5,640 ","5,054 ","5,171 ","5,335 ","5,431 ","5,613 ","7,319 ","9,147 ","9,857 ","8,453.00 ","6,027.00 ","3,772.00 ","2,766.00 ","1,831.00 ","","118,562 "
"07/12/2023","LÍNEA 2","203.00 ","862.00 ","1,075.00 ","1,037.00 ","930 ","1,025 ","1,117 ","1,126 ","1,185 ","1,196 ","1,398 ","1,711 ","1,986 ","2,047 ","1,830.00 ","1,489.00 ","791.00 ","449.00 ","164.00 ","","21,621 "
"07/12/2023","LÍNEA A","16,282.00 ","43,083.00 ","59,081.00 ","49,946.00 ","34,177 ","29,697 ","27,916 ","28,383 ","31,189 ","33,370 ","39,113 ","49,423 ","68,687 ","77,696 ","61,809.00 ","41,420.00 ","25,639.00 ","17,593.00 ","10,446.00 ","","744,950 "
"07/12/2023","LÍNEA B","3,115.00 ","7,091.00 ","8,562.00 ","7,486.00 ","5,478 ","4,895 ","4,524 ","4,372 ","4,561 ","4,683 ","4,615 ","6,236 ","8,097 ","9,822 ","7,297.00 ","4,813.00 ","2,869.00 ","2,160.00 ","1,227.00 ","","101,903 "
"07/12/2023","LÍNEA H","234.00 ","549.00 ","423.00 ","304.00 ","190 ","152 ","102 ","136 ","118 ","102 ","83 ","73 ","88 ","73 ","56.00 ","46.00 ","58.00 ","35.00 ","27.00 ","","2,849 "
"07/12/2023","LÍNEA J","1,443.00 ","2,408.00 ","2,340.00 ","2,084.00 ","1,470 ","1,100 ","939 ","933 ","803 ","788 ","488 ","463 ","748 ","730 ","618.00 ","561.00 ","413.00 ","272.00 ","168.00 ","","18,769 "
"07/12/2023","LÍNEA K","2,408.00 ","2,729.00 ","2,650.00 ","2,292.00 ","1,945 ","1,553 ","1,275 ","1,306 ","1,329 ","1,253 ","1,007 ","1,089 ","1,043 ","953 ","831.00 ","760.00 ","645.00 ","465.00 ","218.00 ","","25,751 "
"07/12/2023","LÍNEA L","","","","","10 ","116 ","153 ","158 ","191 ","157 ","158 ","160 ","118 ","81 ","","","","","","","1,302 "
"07/12/2023","LÍNEA M","371.00 ","784.00 ","871.00 ","646.00 ","467 ","335 ","385 ","350 ","335 ","378 ","361 ","506 ","686 ","952 ","1,162.00 ","934.00 ","681.00 ","398.00 ","325.00 ","","10,927 "
"07/12/2023","LÍNEA O","259.00 ","933.00 ","1,433.00 ","1,252.00 ","798 ","655 ","623 ","563 ","533 ","520 ","574 ","709 ","866 ","1,191 ","847.00 ","671.00 ","490.00 ","445.00 ","241.00 ","","13,603 "
"07/12/2023","LÍNEA P","1,431.00 ","3,109.00 ","3,046.00 ","2,284.00 ","1,430 ","1,053 ","943 ","899 ","1,039 ","733 ","976 ","686 ","854 ","917 ","844.00 ","605.00 ","540.00 ","419.00 ","224.00 ","","22,032 "
"07/12/2023","LÍNEA T-A","1,364.00 ","3,198.00 ","4,360.00 ","3,886.00 ","3,026 ","2,399 ","2,326 ","2,361 ","2,433 ","2,536 ","2,868 ","3,445 ","4,241 ","4,834 ","4,835.00 ","3,921.00 ","2,500.00 ","1,800.00 ","1,311.00 ","","57,644 "
"08/12/2023","LÍNEA 1","586.00 ","2,072.00 ","2,503.00 ","2,615.00 ","2,541 ","2,968 ","2,944 ","2,845 ","2,887 ","3,197 ","3,568 ","3,325 ","3,712 ","3,857 ","3,899.00 ","3,457.00 ","3,149.00 ","2,677.00 ","556.00 ","","53,358 "
"08/12/2023","LÍNEA 2","8.00 ","246.00 ","311.00 ","308.00 ","213 ","361 ","340 ","449 ","440 ","469 ","635 ","676 ","656 ","728 ","420.00 ","1.00 ","","","","","6,261 "
"08/12/2023","LÍNEA A","4,481.00 ","13,889.00 ","16,256.00 ","14,829.00 ","15,222 ","15,252 ","16,571 ","16,922 ","18,139 ","20,014 ","24,443 ","23,869 ","26,572 ","28,041 ","28,278.00 ","22,958.00 ","22,268.00 ","19,230.00 ","7,918.00 ","","355,152 "
"08/12/2023","LÍNEA B","821.00 ","2,148.00 ","2,570.00 ","2,453.00 ","2,594 ","2,841 ","2,947 ","3,199 ","3,220 ","3,556 ","4,060 ","3,937 ","4,073 ","4,188 ","4,181.00 ","3,500.00 ","2,607.00 ","2,062.00 ","950.00 ","","55,907 "
"08/12/2023","LÍNEA H","","","","","3 ","136 ","105 ","98 ","83 ","128 ","115 ","105 ","90 ","87 ","109.00 ","50.00 ","40.00 ","26.00 ","13.00 ","","1,188 "
"08/12/2023","LÍNEA J","","","","","33 ","1,145 ","861 ","804 ","766 ","719 ","785 ","777 ","820 ","800 ","924.00 ","784.00 ","473.00 ","301.00 ","110.00 ","","10,102 "
"08/12/2023","LÍNEA K","","1.00 ","","","754 ","1,139 ","1,235 ","1,143 ","1,245 ","1,155 ","1,180 ","1,225 ","1,476 ","1,678 ","1,520.00 ","1,242.00 ","878.00 ","559.00 ","285.00 ","","16,715 "
"08/12/2023","LÍNEA L","","","","","46 ","162 ","273 ","340 ","372 ","343 ","374 ","363 ","469 ","371 ","","","","","","","3,113 "
"08/12/2023","LÍNEA M","","","","","15 ","352 ","284 ","307 ","321 ","343 ","433 ","544 ","469 ","552 ","589.00 ","347.00 ","160.00 ","385.00 ","303.00 ","","5,404 "
"08/12/2023","LÍNEA O","35.00 ","362.00 ","410.00 ","355.00 ","295 ","331 ","454 ","353 ","296 ","340 ","433 ","405 ","477 ","455 ","435.00 ","508.00 ","443.00 ","338.00 ","88.00 ","","6,813 "
"08/12/2023","LÍNEA P","","","2.00 ","","92 ","888 ","757 ","700 ","720 ","675 ","878 ","943 ","847 ","822 ","977.00 ","838.00 ","672.00 ","406.00 ","173.00 ","","10,390 "
"08/12/2023","LÍNEA T-A","241.00 ","965.00 ","1,241.00 ","1,200.00 ","1,278 ","1,443 ","1,483 ","1,552 ","1,641 ","1,748 ","2,117 ","2,290 ","2,446 ","2,546 ","2,529.00 ","570.00 ","906.00 ","1,593.00 ","800.00 ","","28,589 "
"09/12/2023","LÍNEA 1","1,632.00 ","3,873.00 ","5,004.00 ","5,801.00 ","4,812 ","4,530 ","4,539 ","4,883 ","5,453 ","5,720 ","5,727 ","5,421 ","4,965 ","5,270 ","5,247.00 ","4,664.00 ","3,880.00 ","3,668.00 ","2,275.00 ","","87,364 "
"09/12/2023","LÍNEA 2","85.00 ","432.00 ","492.00 ","670.00 ","606 ","680 ","770 ","1,029 ","1,114 ","1,247 ","1,140 ","1,169 ","1,196 ","1,227 ","1,242.00 ","964.00 ","688.00 ","564.00 ","249.00 ","","15,564 "
"09/12/2023","LÍNEA A","9,780.00 ","20,753.00 ","26,608.00 ","28,092.00 ","24,281 ","24,020 ","25,141 ","28,109 ","35,542 ","39,350 ","39,461 ","38,369 ","36,221 ","36,521 ","37,200.00 ","32,696.00 ","26,179.00 ","22,417.00 ","14,141.00 ","","544,881 "
"09/12/2023","LÍNEA B","1,770.00 ","3,365.00 ","4,221.00 ","4,524.00 ","4,119 ","4,467 ","4,969 ","5,025 ","5,496 ","6,213 ","6,009 ","5,712 ","5,556 ","5,532 ","5,068.00 ","4,432.00 ","3,120.00 ","2,485.00 ","1,661.00 ","","83,744 "
"09/12/2023","LÍNEA H","122.00 ","256.00 ","236.00 ","226.00 ","189 ","158 ","148 ","127 ","149 ","129 ","101 ","93 ","88 ","96 ","129.00 ","74.00 ","57.00 ","43.00 ","28.00 ","","2,449 "
